2363
qstr_{reg61}.0{reg62} {reg61}.0{reg62}
qstr_{!}{s4}_is_present_a {!}{s4}_is_present_at_event
qstr_{!}Event_#{reg5}_typ {!}Event_#{reg5},_type_{reg6},_time_{reg8}:_player's_kingdom_relation_to_troop_object_=_{reg7}
qstr_{!}Event_#{reg5}_type {!}Event_#{reg5},_type_{reg6},_time_{reg8}:_player's_kingdom_relation_to_center_object_faction_=_{reg7}
qstr_{!}Event_#{reg5}_type_ {!}Event_#{reg5},_type_{reg6},_time_{reg8}:_player's_kingdom_relation_to_faction_object_=_{reg7}
qstr_{!}Event_#{reg5}_type_{ {!}Event_#{reg5},_type_{reg6},_time_{reg8}._No_relevant_kingdom_relation
qstr_{!}Event_#{reg5}_type_{r {!}Event_#{reg5},_type_{reg6},_time_{reg8}._Player_unaffiliated
qstr_{!}Elapsed_hours:_{r {!}Elapsed_hours:_{reg7}
qstr_{!}Reputation_type:_ {!}Reputation_type:_{s15}
qstr_{!}Entries_up_to_#{r {!}Entries_up_to_#{reg5}_skipped
qstr_two_days_ago two_days_ago
qstr_{!}DEBUG___{s4}_faction_c {!}DEBUG_-_{s4}_faction_changed_in_subornment
qstr_{!}{s4}_inflicts_{re {!}{s4}_inflicts_{reg4}_damage_on_{s5},_raising_total_inflicted_to_{reg3}
qstr_{!}War_damage_raises {!}War_damage_raises_{s4}'s_controversy_by_{reg4}_to_{reg5}
qstr_{!}War_damage_lowers {!}War_damage_lowers_{s4}'s_controversy_by_{reg4}_to_{reg5}
qstr_{!}G_talk_troop_{s20 {!}G_talk_troop_{s20}_evaluates_being_vassal_to_{s22}_of_{s21}
qstr_{!}DEBUG____Analyzin {!}DEBUG_--_Analyzing_lord_allegiances,_combined_bonuses_and_penalties_=_{reg0}
qstr_{!}DEBUG____Total_co {!}DEBUG_--_Total_courtship_quarrel_changes:_{reg4}
qstr_{!}DEBUG____Total_ra {!}DEBUG_--_Total_random_quarrel_changes:_{reg4}
qstr_{!}DEBUG____Total_ba {!}DEBUG_--_Total_battle_changes_for_allies:_{reg4}
qstr_{!}DEBUG____Total_bat {!}DEBUG_--_Total_battle_changes_for_enemies:_{reg4}
qstr_{!}DEBUG____Total_pr {!}DEBUG_--_Total_promotion_changes:_{reg4}
qstr_{!}DEBUG____Total_fe {!}DEBUG_--_Total_feast_changes:_{reg4}
qstr_{!}DEBUG____Total_po {!}DEBUG_--_Total_policy_dispute_changes:_{reg4}_from_{reg5}_decisions
qstr_{!}DEBUG____Total_fa {!}DEBUG_--_Total_faction_switch_changes:_{reg4}
qstr_{!}DEBUG____Total_no {!}DEBUG_--_Total_no_fief_changes:_{reg4}
qstr_{!}DEBUG____Total_ch {!}DEBUG_--_Total_changes_through_convergence:_{reg4}
qstr_{!}DEBUG____Total_va {!}DEBUG_--_Total_vassal_responses_to_campaign:_{reg4}
qstr_{!}DEBUG____Total_vas {!}DEBUG_--_Total_vassal_campaign_days:_{reg4}
qstr_{!}DEBUG____Vassal_r {!}DEBUG_--_Vassal_response_rate:_{reg4}
qstr_{!}DEBUG___{s4}_s_fe {!}DEBUG_-_{s4}'s_feast_has_rating_of_{reg4}
qstr_{!}_DEBUG___{s4}_fac {!}_DEBUG_-_{s4}_faction_change_in_marriage_case_5
qstr_{!}DEBUG___{s4}_faction_ch {!}DEBUG_-_{s4}_faction_changed_by_marriage,_case_6
qstr_The_marshal_is_levyi The_marshal_is_levying_{reg0}_troops_from_your_center_{s10}.
qstr_{!}DEBUG____{s4}_scr {!}DEBUG_--_{s4}_screening_for_marshall
qstr_{!}DEBUG____{s4}_cho {!}DEBUG_--_{s4}_chosen_as_screen
qstr_{s12}_of_{s1} {s12}_of_{s1}
qstr_{s12}_of_{s2} {s12}_of_{s2}
qstr_{!}DEBUG___{s4}_stro {!}DEBUG_-_{s4}_strongest_kingdom_with_{reg3}_strength
qstr_{!}Actor_centers_hel {!}Actor_centers_held_by_target_noted
qstr_{!}War_damage_under_ {!}War_damage_under_minimum
qstr_{!}Strength_ratio_co {!}Strength_ratio_correct
qstr_{!}Third_party_wars {!}Third_party_wars
qstr_{!}DEBUG____No_third {!}DEBUG_--_No_third_party_wars_for_{s15}
qstr_{!}DEBUG____{s15}_is {!}DEBUG_--_{s15}_is_strongest_kingdom
qstr_{!}DEBUG____{s15}_ha {!}DEBUG_--_{s15}_has_30_point_advantage_over_{s16}
qstr_{!}DEBUG____{s15}_has {!}DEBUG_--_{s15}_has_proximity_to_{s16}
qstr_{!}DEBUG____hardship {!}DEBUG_--_hardship_index_for_{s4}_=_{reg0}
qstr_{!}Castle_taken_by_{ {!}Castle_taken_by_{s3}
qstr_{!}Two_thirds_averag {!}Two-thirds_average_renown_=_{reg3}
qstr_{!}DEBUG____Colleagu {!}DEBUG_--_Colleague_test:_score_for_{s10}_=_{reg3}
qstr_{!}DEBUG____Open_tes {!}DEBUG_--_Open_test:_score_for_{s10}_=_{reg3}
qstr_{!}DEBUG____{s8}_bac {!}DEBUG_--_{s8}_backs_{s9}:{s10}
qstr_{!}DEBUG____{s4}_pro {!}DEBUG_--_{s4}_produces_a_faction_strategy_for_{s33}
qstr_{!}Best_offensive_ta {!}Best_offensive_target_{s4}_has_value_level_of_{reg1}
qstr_{!}No_center_found_t {!}No_center_found_to_attack
qstr_{!}Best_threat_of_{s {!}Best_threat_of_{s4}_has_value_level_of_{reg1}
qstr_{!}No_center_found_to {!}No_center_found_to_defend
qstr_Best_threat_of_{s4}_ Best_threat_of_{s4}_has_value_level_of_{reg1}
qstr_No_center_found_to_d No_center_found_to_defend
qstr_You_gain_right_to_ru You_gain_right_to_rule.
qstr_You_lose_right_to_ru You_lose_right_to_rule.
qstr_{!}DEBUG___{s4}_faction_cha {!}DEBUG_-_{s4}_faction_changed_in_indictment
qstr_{!}{s9} {!}{s9}
qstr_You_have_been_enlist You_have_been_enlisted!
qstr_Current_rank:_{s5} Current_rank:_{s5}
qstr_You_have_left_your_c You_have_left_your_commander!
qstr_You_have_been_grante You_have_been_granted_leave!
qstr_You_have_rejoined_yo You_have_rejoined_your_commander!
qstr_{s3}_{s2} {s3},_{s2}
qstr_The_equipment_of_a_{ The_equipment_of_a_{s1}:_{s2}is_assigned_to_you.
qstr_The_equipment_of_a_{s The_equipment_of_a_{s1}:_{s2}is_taken_from_you.
qstr_Your_reputation_has_ Your_reputation_has_increased_{reg12},_and_it_is_{reg13}_now.
qstr_Your_reputation_has_d Your_reputation_has_decreased_{reg12},_and_it_is_{reg13}_now.
qstr_People_think_neither People_think_neither_better_or_worse_of_you.
qstr_You_gained_{reg12}_re You_gained_{reg12}_renown,_and_it_is_{reg13}_now.
qstr_You_lost_{reg12}_ren You_lost_{reg12}_renown,_and_it_is_{reg13}_now.
qstr_No_one_listens_to_yo No_one_listens_to_you.
qstr_You_gained_{reg12}_ri You_gained_{reg12}_right_to_rule,_and_you_have_{reg13}_now.
qstr_You_lost_{reg12}_rig You_lost_{reg12}_right_to_rule,_and_you_have_{reg13}_now.
qstr_Your_claims_to_rule_ Your_claims_to_rule_fall_on_deaf_ears.
qstr_You_gained_{reg12}_b You_gained_{reg12}_bardic_reputation,_and_it_is_{reg13}_now._Also_{reg12}_renown.
qstr_You_lost_{reg12}_bar You_lost_{reg12}_bardic_reputation,_and_it_is_{reg13}_now.
qstr_You_got_{reg12}_scil You_got_{reg12}_scillingas,_and_you_have_{reg13}_now.
qstr_You_lost_{reg12}_sci You_lost_{reg12}_scillingas,_and_you_have_{reg13}_now.
qstr_lack_of_room lack_of_room
qstr_A_{s1}_dies A_{s1}_dies
qstr_A_{s1}_is_wounded A_{s1}_is_wounded
qstr_You_globaly_don_t_un You_globaly_don't_understand_why_you_failed.
qstr_You_globaly_understa You_globaly_understand_why_you_failed,_and_so_gain_{reg6}_extra_experience_from_your_failure.
qstr_You_have_a_slight_di You_have_a_slight_dishonor_Bonus
qstr_You_have_a_mild_dish You_have_a_mild_dishonor_Bonus
qstr_You_have_a_slight_te You_have_a_slight_terrain_malus_on_this_plain.
qstr_You_have_a_slight_ter You_have_a_slight_terrain_bonus_on_this_mountain.
qstr_You_have_a_strong_te You_have_a_strong_terrain_malus_on_this_steppe.
qstr_You_have_a_slight_terr You_have_a_slight_terrain_malus_on_this_snowy_plain.
qstr_You_have_a_slight_terra You_have_a_slight_terrain_malus_on_this_desert.
qstr_You_have_a_slight_terrai You_have_a_slight_terrain_malus_on_this_bridge.
qstr_You_have_a_very_stro You_have_a_very_strong_terrain_bonus_on_this_mountainous_forest.
qstr_You_have_a_strong_ter You_have_a_strong_terrain_bonus_on_this_steppe_forest.
qstr_You_have_a_strong_terr You_have_a_strong_terrain_bonus_on_this_forest.
qstr_You_have_a_strong_terra You_have_a_strong_terrain_bonus_on_this_snowy_forest.
qstr_You_have_a_strong_terrai You_have_a_strong_terrain_bonus_on_this_desert_forest.
qstr_Your_big_party_impos Your_big_party_imposes_you_a_malus_to_sneaking.
qstr_You_take_{reg0}_dama You_take_{reg0}_damage_from_blood_loss.
qstr_Your_horse_takes_{re Your_horse_takes_{reg0}_damage_from_blood_loss.
qstr_prepare_to_volley prepare_to_volley
qstr_end_volley end_volley
qstr_{!}{s2}_{s3} {!}{s2},_{s3}
qstr_Everyone Everyone
qstr_{!}{s2}_{s1}! {!}{s2},_{s1}!
qstr_Archer!!_use_fire!! Archer!!_use_fire!!
qstr_Archer!!_extinguish_ Archer!!_extinguish_flames!!
qstr_Your_party_consumed_ Your_party_consumed_{reg1}_units_of_food{reg4?,_{reg4}_from_foraging_:_}({reg2}_days_left).
qstr_{s2}_managed_to_fora {s2}_managed_to_forage_{reg4}_units_of_food_to_complement_supplies.
qstr_{reg4}_killed_{reg5} {reg4}_killed,_{reg5}_wounded
qstr_{s0}^{s1}:_{reg3}__{ {s0}^{s1}:_{reg3}_({s2})
qstr_{s0}^{s1}_ally_:_{re {s0}^{s1}(ally):_{reg3}_({s2})
qstr_{s0}^{s1}_enemy_:_{r {s0}^{s1}(enemy):_{reg3}_({s2})
qstr_{reg0}_of_your_priso {reg0}_of_your_prisoners_escaped!
qstr_ready_bows_and_missi ready_bows_and_missiles
qstr_ready_side_arms ready_side_arms
qstr_ready_two_handers_an ready_two-handers_and_polearms
qstr_brandish_shields brandish_shields
qstr_doff_your_shields doff_your_shields
qstr_stand_and_fight stand_and_fight
qstr_avoid_melee avoid_melee
qstr_{s2}:_{reg3}_{reg4}_ {s2}:_{reg3},_{reg4}_days
qstr_{s4}:_{reg4} {s4}:_{reg4}
qstr_{s1}__gathering_supp {s1}_(gathering_support)
qstr_{s1}__intelligence_ {s1}_(intelligence)
qstr_{s1}__attempting_to_ {s1}_(attempting_to_rejoin)
qstr_{s1}__embassy_ {s1}_(embassy)
qstr_{s1}__minister_ {s1}_(minister)
qstr_{s1}__supply_wagon_ {s1}_(supply_wagon)
qstr_{s1}__under_arms_ {s1}_(under_arms)
qstr_{s1}__separated_afte {s1}_(separated_after_battle)
qstr_Britannia_and_Hibern Britannia_and_Hibernia.
qstr_spear_man spear_man
qstr_ruler ruler
qstr_free_man free_man
qstr__knows_of_you. _knows_of_you.
qstr__has_no_opinion_abou _has_no_opinion_about_you.
qstr_{s57}_and_{s50} {s57}_and_{s50}
qstr_{!}{s57}_{s50} {!}{s57},_{s50}
qstr_{s1}_Renown:_{reg40} {s1}_Renown:_{reg40},_Controversy:_{reg41}^Honor:_{reg42},_Right_to_rule:_{reg43}^You_are_a_{s44}_of_{s45}^{reg45?{reg46?Your_liege,_{s46},{s47}:You_are_the_ruler_of_{s45}}:}^^Friends:_^Enemies:_^^Fiefs:^__{reg50?{s50}:no_fief}
qstr_{s1}{s2}_{reg46?Repu {s1}{s2}_{reg46?Reputed_to_be_{s42}:}^Renown:_{reg40},_Controversy:_{reg41}_{reg46?Impatience:_{reg43}:}^{s44}_noble_of_the_{s45}^{reg46?Liege:_{s46},_Relation:_{reg47}:Ruler_of_the_{s45}}^^{reg48?Currently_prisoner_of_the_{s48}:}^Days_since_last_meeting:_{reg49}^^Fiefs_{reg51?(was_promised_a_fief):}:^__{reg50?{s50}:no_fief}
qstr_conventional conventional
qstr_adventurous adventurous
qstr_otherwordly otherwordly
qstr_ambitious ambitious
qstr_moralist moralist
qstr_just_met just_met
qstr_admirer admirer
qstr_promised promised
qstr_breakup breakup
qstr_unknown unknown
qstr_Heroic_{s50} Heroic_{s50}
qstr_Allegoric_{s50} Allegoric_{s50}
qstr_Comic_{s50} Comic_{s50}
qstr_Mystic_{s50} Mystic_{s50}
qstr_Tragic_{s50} Tragic_{s50}
qstr_{s1}{s2}_Controversy {s1}{s2}_Controversy:_{reg41}^Reputation:_{s42},_Courtship_state:_{s43}^Belongs_to_the_{s45}^{reg46?Her_father,_{s46}:Her_guardian,_{s46}}{s47}^Allowed_to_visit:_{reg45?yes:no}_{reg48?Betrothed_to_{s48}:}^^Days_since_last_meeting:_{reg49}^^Poems:^__{reg50?{s50}:no_poem_heard}
qstr_Gathering_support Gathering_support
qstr_Gathering_intelligen Gathering_intelligence_in_the_{s66}
qstr_Ambassy_to_{s66} Ambassy_to_{s66}
qstr_Minister Minister
qstr_none none
qstr_{s1}_{s2}^Reputation {s1},_{s2}^Reputation:_{s42}^Born_at_{s43}^Contact_in_{s44}_of_the_{s45}.^^{reg48?Currently_prisoner_of_the_{s48}:}^Days_since_last_talked_to:_{reg49}^^Current_mission:^__{s50}{reg50?,_back_in_{reg50}_days.:}
qstr_{s1}^ {s1}^
qstr__knows_of_you _knows_of_you
qstr_{s1}_wife_of_{s3}{re {s1},_wife_of_{s3}{reg0?,{s60}:}
qstr_{s1}_{reg1?daughter_ {s1},_{reg1?daughter_of:pupil_of}_{s3}{reg4?,_betrothed_to_{s5}:}{reg0?,{s60}:}
qstr_{s3}_and_{s6} {s3}_and_{s6}
qstr_{s1}{reg4?_son_of_{s {s1}{reg4?,_son_of_{s5}{reg1?,:{reg0?,:}}:}{reg1?_prisoner{reg0?,:}:}{reg0?{s60}:}
qstr_{s10}_{reg1?daughter {s10},_{reg1?daughter_of:pupil_of}_{s3}{reg4?,_betrothed_to_{ss5}:}{reg0?,{s60}:}
qstr_Messenger_{s65} Messenger_{s65}
qstr_Envoy_{s65} Envoy_{s65}
qstr_Consul_{s65} Consul_{s65}
qstr_Legate_{s65} Legate_{s65}
qstr_Missi_Dominici_{s65} Missi_Dominici_{s65}
qstr_{s65} {s65}
qstr_{s10}{reg0?__who{s60 {s10}{reg0?_(who{s60}):}
qstr_{s11}__{s61}_ {s11}_({s61})
qstr_{reg0}_scillingas_ad {reg0}_scillingas_added_to_treasury.
qstr_{reg0}_scillingas_re {reg0}_scillingas_removed_from_treasury.
qstr_{!}DEBUG_:_removing_ {!}DEBUG_:_removing_player_troops:_{reg0}%
qstr_{!}DEBUG_:_sum:_{reg {!}DEBUG_:_sum:_{reg0}
qstr_{s1}_and_{s2}_have_e {s1}_and_{s2}_have_entered_into_an_alliance_with_each_other.
qstr_{s15}_complies_with_t {s15}_complies_with_the_new_alliance_by_attacking_{s16}.
qstr_{s1}_and_{s2}_have_c {s1}_and_{s2}_have_concluded_a_defensive_pact_with_each_other.
qstr_{s1}_and_{s2}_have_co {s1}_and_{s2}_have_concluded_a_trade_agreement_with_each_other.
qstr_{s1}_and_{s2}_have_con {s1}_and_{s2}_have_concluded_a_non_aggression_pact_with_each_other.
qstr_{!}DEBUG_:_faction_n {!}DEBUG_:_faction_no_1_value:_{reg0}
qstr_{!}DEBUG_:_faction_no {!}DEBUG_:_faction_no_2_value:_{reg0}
qstr_{!}DEBUG_:_peace_war {!}DEBUG_:_peace_war_result:_{reg0}
qstr_{!}DEBUG_:_peace_war_ {!}DEBUG_:_peace_war_result_after_multi:_{reg0}
qstr_{!}DEBUG_:_prisonser {!}DEBUG_:_prisonser_value:_{reg0}
qstr_{!}DEBUG_:_peace_war_r {!}DEBUG_:_peace_war_result_after_prisoners:_{reg0}
qstr_{!}DEBUG_:_truce_pay {!}DEBUG_:_truce_pay_amount0:_{reg0}
qstr_{!}DEBUG_:_truce_pay_ {!}DEBUG_:_truce_pay_amount1:_{reg1}
qstr_{!}DEBUG___Send_mess {!}DEBUG_-_Send_message_to_{s13}
qstr_{!}DEBUG___Bring_{s1 {!}DEBUG_-_Bring_{s12}_to_{s13}
qstr_{!}_ERROR:_Bad_gift_ {!}_ERROR:_Bad_gift_amount_{reg0}.__(Tell_the_mod_writer_he_needs_to_update_his_code.)__Using_a_safe_default.
qstr_you you
qstr_{s5}_patrol {s5}_patrol
qstr_{!}DEBUG___Added_{re {!}DEBUG_-_Added_{reg0}.template_of_faction_{s7}_to_patrol.
qstr_{!}DEBUG___Send_{s14 {!}DEBUG_-_Send_{s14}_patrol_from_{s15}_to_{s13}
qstr_Transfer_to_{s5} Transfer_to_{s5}
qstr_{s5}_scout {s5}_scout
qstr_{!}{s6}_of_the_{s5}_ {!}{s6}_of_the_{s5}_retains_the_remaining_{reg0}_denars_(dplmc_faction_leader_splits_gold)
qstr_. .
qstr_^The_village_has_a_h ^The_village_has_a_herd_of_{reg4}_cattle.^
qstr_^The_village_has_{re ^The_village_has_{reg4}_sickly_cow.^
qstr_^The_poor_villagers_ ^The_poor_villagers_have_no_cattle.^
qstr_^I_write_this_from_a ^I_write_this_from_a_nearby_hill,_as_the_village_is_currently_being_raided.
qstr_^The_village_has_bee ^The_village_has_been_burnt_to_the_ground_^and_the_inhabitants_scattered._There_is_no_reason^for_me_to_remain_here,_my_lord.
qstr_^and_food_for_{reg7} ^and_food_for_{reg7}_days.
qstr_^ ^
qstr_{s7}_{s6} {s7}_{s6},
qstr_The_following_lords_a The_following_lords_are_held_prisoner_here:^{s7}
qstr_I_am_aware_of_no_lor I_am_aware_of_no_lords_being_held_prisoner_here.
qstr_The_drink_in_{s21}_s The_drink_in_{s21}'s_drafty_castle_is_good_enough,^though_the_company_leaves_much_to_be_desired.^The_guard_is_ever_watchful_and_I_fear_they_suspect_me.
qstr_^Tonight_I_shall_tak ^Tonight_I_shall_take_care_of_that_business_we_had_discussed_earlier.
qstr_^I_am_awaiting_furth ^I_am_awaiting_further_orders,_my_lord.
qstr__day. _day.
qstr__days. _days.
qstr_My_lord_I_have_been_ My_lord,_I_have_been_in_{s4}_for_{reg5}{s10}^{s12}^I_have_discovered_that_{s4}_has_{reg6}_defenders{s3}{s5}{s8}{s13}
qstr_My_lord_I_have_been_i My_lord,_I_have_been_in_{s4}_for_less_than_a_day.^Have_patience_as_I_am_still_gathering_information.
qstr_I_ve_no_idea_why_{s2 I've_no_idea_why_{s21}_would_own_such_a_miserable_dump,^but_I_shall_gleen_what_information_as_I_can_from_the_wretched_peasants.
qstr_{s21}_should_be_asha {s21}_should_be_ashamed_of_this_dung_heap.^_The_inhabitants_have_naught_but_the_rags_on_their_backs.^I_shall_strive_to_survive_on_the_piss_these_locals_call_ale.
qstr_Not_a_bad_place_to_s Not_a_bad_place_to_stop_for_a_tankard_of_ale.^{s21}_must_be_a_boring_man,_as_I_can_find_nothing^exciting_about_this_place.
qstr_{s21}_must_be_quite_ {s21}_must_be_quite_wealthy._I_believe_this_is_the_first^place_you've_sent_me_where_I_did_not_share_my_bed_with^rats,_hags,_and_lice.
qstr_Wish_you_were_here_m Wish_you_were_here,_my_lord._The_wenches_are_plump_and_wear^the_finest_silks._Wine_flows_from_the_fountains_and^{s21}_has_paved_the_streets_in_gold.
qstr_{s2}{s1}_ {s2}{s1},_
qstr__The_following_food_ _The_following_food_items_were_destroyed_or_looted:_{s2}._
qstr__A_pack_horse_has_ra _A_pack_horse_has_ran_off!!
qstr__Some_tools_have_bee _Some_tools_have_been_broken_or_misplaced.
qstr__{reg3} _{reg3}
qstr_Debug:__fac_relation Debug:__fac_relation_is_friendly,_player_is_faction_leader
qstr_Debug:__fac_relation_ Debug:__fac_relation_is_friendly,_player_is_marshal
qstr_Debug:__fac_relation_i Debug:__fac_relation_is_friendly,_player_is_lord_or_mercenary
qstr_Debug:__fac_relation_is Debug:__fac_relation_is_hostile_faction
qstr_Debug:__fac_relation_is_ Debug:__fac_relation_is_neutral_faction
qstr_Debug:__fac_relation_is_f Debug:__fac_relation_is_friendly_faction
qstr_My_good_friend_{s1} My_good_friend_{s1},
qstr_Greetings_{s1} Greetings_{s1},
qstr__{s1}_ _{s1}_,
qstr___Though_our_kingdom __Though_our_kingdoms_are_at_war,_I_have_an_offer_you_may_find_mutally_beneficial.
qstr___Though_I_am_no_fri __Though_I_am_no_friend_of_your_kingdom,_I_have_an_offer_you_may_find_beneficial.
qstr___In_the_spirit_of_b __In_the_spirit_of_better_relations_between_our_kingdoms,_I_send_this_letter.
qstr___Though_I_am_not_we __Though_I_am_not_well_known_in_{s2},_I_find_myself_in_need_of_this_communique_with_thou.
qstr___May_our_kingdoms_c __May_our_kingdoms_continue_to_prosper_under_our_current_alliance.
qstr___Long_have_I_been_a __Long_have_I_been_a_friend_of_{s2}_and_would_have_you_consider_this_message.
qstr_Excuse_me_Lady Excuse_me_Lady,
qstr___I_have_long_ponder __I_have_long_pondered_this_paradox,_perhaps_you_can_enlighten_me.
qstr_{s5}__You_should_be_ {s5}__You_should_be_women_and_yet_your_beards_forbid_me_to_interpret_that_you_are_so.
qstr_{s1}_Whoremaster {s1}_Whoremaster,
qstr___I_have_recently_ma __I_have_recently_made_the_acquaintance_of_one_of_your_kin.
qstr_{s5}__Your_mother_is {s5}__Your_mother_is_an_easy_glove,_my_lord,_she_goes_off_and_on_at_pleasure.
qstr_Sir_Gizzardless Sir_Gizzardless,
qstr_{s5}__Boils_and_plag {s5}__Boils_and_plagues_plaster_you_over,_that_you_may_be_abhorred_farther_than_seen_and_one_infect_another_against_the_wind_a_mile._You_souls_of_geese_that_bear_the_shapes_of_men.
qstr__Lover_of_barnyard_a _Lover_of_barnyard_animals,
qstr_{s5}__What_a_slave_a {s5}__What_a_slave_art_thou_to_hack_thy_sword_as_thou_hast_done,_and_then_say_it_was_in_a_fight.
qstr_Woman Woman,
qstr__I_recall_how_femini _I_recall_how_feminine_you_were_in_youth.
qstr_{s5}__What_a_maidenl {s5}__What_a_maidenly_man_at_arms_you_have_become.
qstr_Run_coward Run_coward,
qstr__. _.
qstr_{s5}__Your_hearts_I_ {s5}__Your_hearts_I'll_stamp_out_with_my_horse's_heel_and_make_a_quagmire_of_your_mingled_brains.
qstr__Simpleton _Simpleton,
qstr__I_despise_you. _I_despise_you.
qstr_{s5}__Foul_spoken_co {s5}__Foul_spoken_coward,_that_thund'rest_with_thy_tongue,_and_with_thy_weapon_nothing_dares_perform.
qstr_Say_wall_eyed_slave Say_wall_eyed_slave,
qstr_{s5}___Whither_would {s5}___Whither_wouldst_thou_convey_this_growing_image_of_thy_fiend_like_face?
qstr_{s5}__There_is_a_cer {s5}__There_is_a_certain_party_which_stands_in_my_way._What_will_it_cost_to_have_them_removed?
qstr_{s5}__My_men_and_I_h {s5}__My_men_and_I_have_traveled_far_and_find_ourselves_without_sustenance._I_would_pay_well_for_any_food_you_could_spare.
qstr_{s5}_I_would_test_my {s5}_I_would_test_myself_against_thy_sword,_if_you_are_so_inclined._I_propose_a_friendly_duel,_so_that_we_may_know_to_count_upon_one_another_in_the_thick_of_battle.
qstr_{s5}_Your_renown_in_ {s5}_Your_renown_in_battle_is_such_that_I_would_be_well_schooled_to_have_fought_against_you._Shall_we_duel_for_the_pleasure_of_a_good_challenge?
qstr_{s5}_I_have_heard_yo {s5}_I_have_heard_you_are_a_lowly_opponent_and_not_fit_for_sport._Yet_your_presence_offends_me._Let_us_duel_so_that_I_may_carve_the_stench_away_from_thee.
qstr_{s5}__Please_except_ {s5}__Please_except_this_gift_to_comfort_you_on_your_journeys.
qstr___The_road_ahead_is_ __The_road_ahead_is_hostile,_and_I_am_in_need_of_assistance_for_any_altercations_that_may_arise._I_would_pay_you_{reg16}_scillingas_for_such_assistance.
qstr_{s5}__choice_5 {s5}__choice_5
qstr_{s4}{s5} {s4}{s5}
qstr_Sir_Errand_boy Sir_Errand_boy,
qstr___You_honor_me_with_ __You_honor_me_with_your_communique,_my_Lord.
qstr___I_have_considered_ __I_have_considered_your_message,_Lord_Marshal,_and_here_is_my_reply.
qstr___I_have_considered_y __I_have_considered_your_message_and_here_is_my_reply.
qstr___Though_our_kingdoms __Though_our_kingdoms_are_at_war,_I_felt_a_need_to_reply_to_your_missive.
qstr___Here_is_your_answe __Here_is_your_answer,_mercenary.
qstr___My_reply_to_your_m __My_reply_to_your_message_is_thus.
qstr___My_reply_to_your_me __My_reply_to_your_message_is_thus,_mercenary.
qstr___May_our_kingdoms_g __May_our_kingdoms_grow_and_prosper_through_our_communications.
qstr___You_have_proven_to __You_have_proven_to_be_a_friend_of_{s2},_and_warrent_a_reply.
qstr__I_am_unable_to_cons _I_am_unable_to_consider_your_request_at_this_time._I_have_more_important_matters_to_attend_to.
qstr_{s5}__I_will_not_abi {s5}__I_will_not_abide_your_insults_and_demand_you_recant_your_words_and_meet_me_upon_the_field_of_honor,_that_I_may_gain_satisfaction_from_your_cries_for_mercy.
qstr_{s5}__I_will_await_y {s5}__I_will_await_you_near_{s9}._Be_there_within_24_hours_or_be_forever_known_as_a_coward_and_liar.
qstr_{s5}_Die_you_pompous {s5}_Die_you_pompous_ass!_I_am_coming_for_you._Let_us_see_if_your_sword_is_as_sharp_as_your_tongue.
qstr_{s5}_Only_fools_and_ {s5}_Only_fools_and_thieves_bargain_with_coin_they_do_not_possess!
qstr_{s5}_Do_not_ask_of_m {s5}_Do_not_ask_of_me_a_task_you_do_not_wish_committed._I've_no_time_for_idle_banter.
qstr_{s5}_Kill_a_few_peas {s5}_Kill_a_few_peasants,_tip_a_few_cows?_I'm_into_that.
qstr_{s5}_I_shall_lay_sie {s5}_I_shall_lay_siege_to_the_town,_though_I_doubt_much_good_shall_come_of_it.
qstr_{s5}_I_shall_besiege {s5}_I_shall_besiege_the_castle_at_your_behest,_but_I_do_not_expect_to_breech_the_walls.
qstr_{s5}_If_I_can_catch_ {s5}_If_I_can_catch_the_cowards,_I_will_put_them_to_the_sword,_but_do_not_expect_me_to_chase_them_forever.
qstr_{s5}_It_is_good_to_m {s5}_It_is_good_to_meet_in_commerce_instead_of_war_for_a_change.
qstr_{s5}_It_would_be_les {s5}_It_would_be_less_than_honorable_for_me_to_duel_one_of_such_low_reputation._Perhaps_we_can_speak_of_this_again_when_you_have_proven_your_self_in_combat.
qstr_{s5}_Yes_let_us_duel {s5}_Yes,_let_us_duel._Meet_me_near_{s9}_within_24_hours.
qstr_{s5}_I_look_forward_ {s5}_I_look_forward_to_teaching_you_the_finer_arts_of_combat._Meet_me_near_{s9}_within_24_hours_and_you_shall_have_your_duel.
qstr_{s5}_Ha!_I_will_glad {s5}_Ha!_I_will_gladly_deflate_your_oversized_ego._Be_prepared_to_fight_with_more_than_words,_braggart._Meet_me_near_{s9}_within_24_hours,_lest_you_be_a_dishonorable_coward.
qstr_{s5}__I_ll_have_none {s5}__I'll_have_none_of_your_poison,_assasin.
qstr_{s5}__A_welcome_gift {s5}__A_welcome_gift_on_this_dusty_road._You_have_my_gratitude.
qstr_{s5}__I_ve_heard_of_ {s5}__I've_heard_of_your_dishonorable_actions_and_wish_not_to_become_another_victim_of_your_poisons._Keep_your_wine_or_poison,_whichever_it_may_be.
qstr_{s5}__You_have_yet_t {s5}__You_have_yet_to_prove_yourself_trustworthy,_thus_it_would_be_inappropriate_for_me_to_accept_your_gift_at_this_time.
qstr___{s14}__has_discove __{s14}__has_discovered_that_the_wine_was_poisoned!_Your_attempt_to_poison_him_has_failed.
qstr_{s5}__You_think_to_p {s5}__You_think_to_poison_me!_I'll_see_your_head_on_a_block_for_this,_you_vile_son_of_a_leperous_whore!
